Oocyte..1.RPKM.	Oocyte..2.RPKM.	Oocyte..3.RPKM.	Zygote..1.RPKM.	Zygote..2.RPKM.	Zygote..3.RPKM.	X2.cell.embryo.1..Cell.1.RPKM.	X2.cell.embryo.1..Cell.2.RPKM.	X2.cell.embryo.2..Cell.1.RPKM.	X2.cell.embryo.2..Cell.2.RPKM.	X2.cell.embryo.3..Cell.1.RPKM.	X2.cell.embryo.3..Cell.2.RPKM.	X4.cell.embryo.1..Cell.1.RPKM.	X4.cell.embryo.1..Cell.2.RPKM.	X4.cell.embryo.1..Cell.3.RPKM.	X4.cell.embryo.1..Cell.4.RPKM.	X4.cell.embryo.2..Cell.1.RPKM.	X4.cell.embryo.2..Cell.2.RPKM.	X4.cell.embryo.2..Cell.3.RPKM.	X4.cell.embryo.2..Cell.4.RPKM.	X4.cell.embryo.3..Cell.1.RPKM.	X4.cell.embryo.3..Cell.2.RPKM.	X4.cell.embryo.3..Cell.3.RPKM.	X4.cell.embryo.3..Cell.4.RPKM.	X8.cell.embryo.1..Cell.1.RPKM.	X8.cell.embryo.1..Cell.2.RPKM.	X8.cell.embryo.1..Cell.3.RPKM.	X8.cell.embryo.1..Cell.4.RPKM.	X8.cell.embryo.2..Cell.1.RPKM.	X8.cell.embryo.2..Cell.2.RPKM.	X8.cell.embryo.2..Cell.3.RPKM.	X8.cell.embryo.2..Cell.4.RPKM.	X8.cell.embryo.2..Cell.5.RPKM.	X8.cell.embryo.2..Cell.6.RPKM.	X8.cell.embryo.2..Cell.7.RPKM.	X8.cell.embryo.2..Cell.8.RPKM.	X8.cell.embryo.3..Cell.1.RPKM.	X8.cell.embryo.3..Cell.2.RPKM.	X8.cell.embryo.3..Cell.3.RPKM.	X8.cell.embryo.3..Cell.4.RPKM.	X8.cell.embryo.3..Cell.5.RPKM.	X8.cell.embryo.3..Cell.6.RPKM.	X8.cell.embryo.3..Cell.7.RPKM.	X8.cell.embryo.3..Cell.8.RPKM.	Morulae..1..Cell.1.RPKM.	Morulae..1..Cell.2.RPKM.	Morulae..1..Cell.3.RPKM.	Morulae..1..Cell.4.RPKM.	Morulae..1..Cell.5.RPKM.	Morulae..1..Cell.6.RPKM.	Morulae..1..Cell.7.RPKM.	Morulae..1..Cell.8.RPKM.	Morulae..2..Cell.1.RPKM.	Morulae..2..Cell.2.RPKM.	Morulae..2..Cell.3.RPKM.	Morulae..2..Cell.4.RPKM.	Morulae..2..Cell.5.RPKM.	Morulae..2..Cell.6.RPKM.	Morulae..2..Cell.7.RPKM.	Morulae..2..Cell.8.RPKM.	Late.blastocyst..1..Cell.1.RPKM.	Late.blastocyst..1..Cell.2.RPKM.	Late.blastocyst..1..Cell.3.RPKM.	Late.blastocyst..1..Cell.4.RPKM.	Late.blastocyst..1..Cell.5.RPKM.	Late.blastocyst..1..Cell.6.RPKM.	Late.blastocyst..1..Cell.7.RPKM.	Late.blastocyst..1..Cell.8.RPKM.	Late.blastocyst..1..Cell.9.RPKM.	Late.blastocyst..1..Cell.10.RPKM.	Late.blastocyst..1..Cell.11.RPKM.	Late.blastocyst..1..Cell.12.RPKM.	Late.blastocyst..2..Cell.1.RPKM.	Late.blastocyst..2..Cell.2.RPKM.	Late.blastocyst..2..Cell.3.RPKM.	Late.blastocyst..2..Cell.4.RPKM.	Late.blastocyst..2..Cell.5.RPKM.	Late.blastocyst..2..Cell.6.RPKM.	Late.blastocyst..2..Cell.7.RPKM.	Late.blastocyst..2..Cell.8.RPKM.	Late.blastocyst..2..Cell.9.RPKM.	Late.blastocyst..2..Cell.10.RPKM.	Late.blastocyst..3..Cell.1.RPKM.	Late.blastocyst..3..Cell.2.RPKM.	Late.blastocyst..3..Cell.3.RPKM.	Late.blastocyst..3..Cell.4.RPKM.	Late.blastocyst..3..Cell.5.RPKM.	Late.blastocyst..3..Cell.6.RPKM.	Late.blastocyst..3..Cell.7.RPKM.	Late.blastocyst..3..Cell.8.RPKM.	gen
0.6	0.7	0.4	2.6	4.3	4.1	2	2.6	2.3	2.9	2.3	1.9	5.3	7.2	6	3.2	13.7	4.1	1.3	4.3	2.3	4.1	7.2	1	0.5	0	0.9	0	1.9	1.3	0	0.1	0	0	0	0	0.3	0	0	1.8	0.9	0	0	0	0	0	0	0	3.1	0	0	0	0.5	0.7	0	0	0	0	0.8	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GPD1
1.6	2.5	2.1	7.4	10.2	8.7	4.6	5	6.8	7.2	4.2	4.7	0.8	2.7	7.3	1.9	1.7	4.1	3.9	0.7	5.9	4.5	3.8	4.9	1.4	5.8	0.1	0.7	0	0	3	0	0	0.5	0.9	0	0	0	0	0	0	0	0	1.2	0.4	0	1.3	0	1.8	0	0.2	0	0	0	2.7	0	0	0	0	0	0.2	0	0	0	0.5	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	TSPYL4
0	0	0	0	0	0	0.3	0	0.4	0.2	0	0	0	0.1	0	0	0	0	0.8	0	0.3	0	0	0.1	12.4	1.6	0	0	16.6	9.7	12	6.8	1.4	4	1.6	3.4	17.6	17.7	13.7	17	2.6	5.9	19.1	1.3	0	0.5	39.1	2.3	0.3	0	0	19.1	0.9	1	5.1	0.3	0.5	0	1.6	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	POTEG
161.4	164.9	178.5	93.4	74	112.2	47	59.6	38.5	38.2	41.6	40.9	22.9	37.2	43.5	44.8	51	19.9	35.1	28.2	32.2	54.5	57.4	28.3	17.6	5.2	12.3	18.8	8.8	4.8	10	12	22.9	0.7	6.7	0.5	5.2	8	2.2	6.4	3.1	7.4	0.3	6.9	17.1	1.3	4.2	11.3	3.9	2.4	4.2	0	5.4	4.4	0.2	1.7	0.2	2.9	4.3	12.1	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CPEB1
3.4	2.6	3.3	12.4	15	16.9	11.9	11.4	15.1	14.7	10	10.5	14.7	13.7	2.2	11.6	13.9	13.9	13.5	17.4	23.1	8.6	21.6	15.2	16	2.2	8.6	17.1	0.6	0.7	3.5	4.2	1.6	0.6	0.4	0	1.4	2.9	4.6	3	0	0.3	0	1.6	0.7	0	0	1.1	0	0.8	2.5	0	0.8	0	0	2.5	0	1.2	7.2	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4	2	0	0	0	0	0	0	0	0	0	0	TLE2
3.3	3.7	4.1	10.4	7.6	8.7	4.8	8.1	7.2	7.9	7.6	8.3	10.4	3.8	4.3	7.9	17.5	8.3	11.1	2.1	12.3	13.5	7.6	21.6	7.3	11.2	5	19.1	0	6	1.4	2.2	0	0.2	1.9	5.2	0.2	1.7	0.5	0.6	0.1	4.4	0	0.6	0	5.2	0	0.1	0.1	2.7	1.9	0	0.5	3.1	0.3	3.5	0.4	0	1.9	0.3	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PHACTR1
10.2	13.5	9.9	12.4	8.4	5.1	2.7	2.4	3.7	4.3	3	2.8	5.5	0.9	9.6	7	2.5	2.5	6	9.6	2.9	0.9	2	3.2	0.9	2.3	0	0	1.9	1.2	0.4	0	0	0	0	0.5	0	0	0	0.3	3.1	0	2.4	0.3	0	0	0.2	2.2	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C5orf47
853.7	988.6	1030	1710.7	1714.5	1270.8	1931.8	1705	2487.1	1886.8	1787.7	1615.1	1672	1407.8	1294.4	1244	1063.2	1517.4	1015	1746.7	1056.5	969.3	1027.7	1001.3	1090.3	954.8	817.8	1011.5	305.7	544.4	619.6	309.6	296.5	326	346.4	465.5	730.6	942.5	675.8	587.4	971.7	735.7	628	699.1	294.3	85.7	199	165.1	103	97.1	97.5	41.9	96.1	60	57.7	50.7	56.1	69.9	92.5	32.5	1.4	0	0.2	0	5.8	4.7	0	8.5	7.5	0.7	0	0	0.3	0.7	0	0	0.1	0	2.6	0	0	0	0	0	0	0	0	0	0	0	GDF9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0	2.3	0	1.5	7.4	21.7	0	0	0	0	1.6	0	0	83.5	9.1	0	4	12.8	0	0	0	CDHR1
11.1	15.2	14.6	7.4	8.6	5.6	14.5	11.1	7.1	8.8	13.4	13.1	30.4	26.1	42	19	20.1	19	17.3	22.8	22.8	22.3	20.4	21.6	12.4	13.4	10.3	15.5	0.5	1.5	3.6	0.6	2.1	1.2	0.6	2.4	3.1	4	4.4	3.1	7.8	5.3	2.6	0.8	3.2	0.4	0	0.9	0.9	0.6	0.6	2.7	0.4	0.5	0.7	0.1	0	0.7	0.4	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZFPM2
194.1	159.9	193.4	127.4	92.8	90.4	59.5	55.6	57.4	61.6	63.1	73.5	42.1	49.9	38.2	56.6	53.7	40.6	45.7	30.1	68.6	77.9	54.6	72.4	39.9	17.6	19.6	25.1	21.7	44.9	67.4	21.4	16.5	1.7	43.9	7.5	11.6	43.5	25	37.4	33.6	26.1	27.7	12.7	9.7	14.4	0	13.1	10.3	1.8	11.3	0.2	11.5	19.2	1.5	2.4	0.1	14.9	12.8	5.3	0	0	0	0	0	0	0	0	13.8	0	0	0	4.8	31.6	76.1	0	0	0	0.1	20.2	0.5	0.1	40.4	3.2	0	0	0	0	0	0	FYN
0.2	0	0.4	2.9	5.1	5.2	4.8	3.9	3.4	3.9	4.1	4.3	6.4	4.4	4.3	0.2	6.7	2.3	6.3	5.5	5.3	5.7	4.7	4.4	0	0	0	0.3	0	0	0	0.4	0	0	0	0	2.1	0	0.4	0.8	0.2	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0.2	0	0	0	0.1	0	0	0.2	0	0.4	0.2	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	FAM100A
7	7.2	8	5.2	3.1	3.2	4.4	3.4	3.2	3.2	4.6	4.2	5.7	6.4	10.5	6.1	7.4	13.3	11.1	12.6	11.7	10.7	12.6	11.9	12.2	9.6	8.1	6.6	1.1	7.1	0.8	0	1.4	1.5	0.2	0.3	4.1	0.7	0.3	1.2	2.8	2.7	2	2.1	0.2	0	0.6	1.8	0.1	0.1	0.3	0.5	1.5	0.8	0.1	0.6	0	1	0.2	0	0.1	0.2	0.6	1	0.3	0.1	0.2	3.1	0.1	0	0.3	0.9	0.2	0.6	0.2	0.1	0.3	0.1	0.2	0.2	0.1	1.2	0	0	0	0	0	0	0	0.2	NAIP
7	8.3	8.5	9.1	7.3	9.4	7.1	8.2	9.8	8.6	7.4	6.9	9.6	1.4	15.2	8.3	1.3	6.8	8.8	8.8	11.1	5.8	11.1	11.1	11.4	2.7	0.2	20.4	0	0.8	0	0	0	0	0	0	0	0	2.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	8	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	CHST10
38.5	35.8	42.8	46.9	41.3	32.8	19	24.1	24.8	24.1	15.7	17.1	13	8.7	4.8	30.3	20.3	21.3	25.9	14.7	15.6	10.6	21.5	23.7	0.1	2.5	17.2	3.5	0	3.2	0.8	0.7	0.3	0	0.3	0	1.6	6.1	0	3.5	1	0	0.6	0	0.2	3.3	10.6	3.7	1.5	0	0	18.1	0	0	0	0	0	0.9	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TEX9
0.5	0.5	0.7	1.6	1.9	2.4	0.8	0.8	1.1	1	1	1	1.7	0.3	3.2	2	7.3	2.8	4.4	8.8	6.8	7.6	7.7	4.8	3.2	0.2	1.3	0.6	0	0	0	0	0	1.7	0	0	1.2	0.8	0	1.8	0.3	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRIA1
2.3	3.7	3.4	3	2.5	3.2	2	0.8	3.7	4.1	1.4	1.1	7.3	3.5	0.2	0.3	3	3.3	1.9	4.4	7.3	17.8	6.7	4.6	1.4	0.2	0.6	0.5	0.3	0.4	0	0.1	0.2	0	0	0.3	0.2	0.2	0.2	0.4	0.1	0	0.2	0	0.3	0	1.2	0	0.1	0	0	0.7	0	0.3	0.5	0.4	0.1	0.1	0.4	0.2	0.3	0	0.3	0.2	0.1	0	0	0	0	0.2	0	0.1	0.2	0.2	0	0.1	0	0	0	0	0	0.1	0.6	0	0	0	0	0	0	0	GALNTL2
23	50.5	53.2	155.4	193.3	227.3	133.5	156.5	269.9	209.4	160.1	177.5	78.8	110.7	79.7	100.9	99.1	176.7	105	167.3	138.6	152.3	125.8	142.2	116.3	67.6	108.3	86.2	15.8	12	45.7	10.2	8.5	16.6	33.1	38.9	9.2	8.3	25.1	16.6	19.7	0.8	5.6	12.8	23.1	0	0	2.8	2.1	7	2.2	0	10.5	4.3	0.5	0.2	0	6.5	7.6	13.6	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMP15
10.6	8.1	7.9	7.6	6.9	7.6	5.4	5.5	5.9	7.5	7.9	8.2	14	1.9	14.1	6.7	4.6	6	6.2	5.2	7.7	11.1	10.1	8	1.3	3	4.7	9.3	0	0.7	1	0	0.2	0.1	0	0.3	4.1	0	0	0	0.8	0	4.2	0.1	6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	USP35
18.1	15.1	16	12.3	9.8	13.3	7.5	7.5	7.9	8.4	10.6	9.3	14.1	20.1	14	20.2	24.8	9.8	8.1	17.8	21.1	11	16.1	10	0	0	0	3	0	0	0.3	0	0	0	1.7	1.5	0	0	0	0.8	0	0	0	0	0	0	0.2	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TOX
4.7	6.3	5.6	4.6	4.6	6.2	3.3	2.9	3.1	3.1	3	3.1	6.3	9.1	2.8	19.6	6.6	11.8	6.8	9.4	7.2	8.9	6.9	7.5	3.1	3.9	4.5	3.1	0.5	0.4	0.5	0.5	0	0.8	0.2	0.3	1.3	0.1	0.4	0.8	1.4	2.3	1.8	0.2	0.9	0	2.5	0	0.5	0	0.2	3.2	0.3	0	0	0	0.7	0.3	0	0.1	0.8	0	0	0	0	0	0	3.4	2.7	0	1	0	0.5	2.7	0	3.4	0	0	0	0	0	4.2	0	0	0	0	0	0	0	0	PCDH15
5	8.4	8.4	2.2	1.8	3.3	1.9	1.6	1.3	0.7	1.8	1.7	3.1	2.8	1.7	0.7	1.7	10	2.3	7.4	6.6	3.2	4.2	3.6	2.7	0	0.5	0.9	0	1.5	0.2	0	0	0.2	0	0	0.2	2.5	0	0.5	0.8	2.6	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GABRG3
5	4.7	4.5	6.1	6	8.6	1.6	1.6	1.3	1.3	2.7	2.4	9	7.1	7.2	4.5	6.3	5.1	3	1.9	2.9	10.7	3.9	3	7.1	9	0.7	5.8	0	0	1.6	0	0	0	0	0.2	4.4	0	0	0	1.3	0	0	0	0	0	0	0	0	0	3.8	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SGCZ
2.2	3.6	2.1	7.9	5.2	4.1	3.3	3	4.1	3.5	3.8	3.3	10.2	14.9	7.8	11.1	7.2	13	16.3	11.4	9.1	20.6	9.4	5	8.5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRIM42
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	2.6	12.5	1.4	4.5	182.4	248.4	225.2	172.3	331.2	253.1	252	248.4	72.5	67.7	38.4	0	56.9	84	3.3	24.2	30.3	9.3	0.2	15.7	0.6	0.1	8.1	0	10.1	25.3	1.2	0.3	55.8	0.1	0	13.9	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1	MAGEA3
391.2	382.4	377.8	416	623	547.8	463.8	496.7	419	407.9	345.6	318.4	167.4	248.3	363.3	227.9	193	232.1	204.4	212.5	334	265.9	225	254.8	64.8	38	64.4	29.6	6.8	0.2	26.9	0.2	1.9	1.3	6.4	13.1	10.1	27.1	5.7	10.3	8.1	21.4	12.4	4.6	9.3	1.3	0.7	0	5.2	0	0.2	2.2	0	0	0	0.1	0	0.3	0	0	0.5	2.2	0.1	33.4	19.2	44.2	13	21.9	4.1	8.6	3	3.4	10.3	31.7	0.6	2.8	85.9	25.6	1.1	0.1	8.2	27.8	0	22.2	34.6	0	0	36.9	0	0	EPSTI1
24.9	23.3	22.1	43.6	39.2	34.2	24.9	22.5	18.2	18.9	11.5	11.1	40.4	15.7	26.6	29.3	7.5	10.1	5.8	20.5	10.6	9.9	11.8	10.8	0.1	9	5	0	3.1	5.1	2.1	10.8	0.2	2.4	0	14.6	9.8	6.5	2.7	4.7	0.9	14.6	0	0.5	5.8	16.1	0.1	10.5	10.5	5.6	18.8	0.3	6	22.6	0.8	6.4	6.5	3.4	6.9	5.3	0	0.9	8.1	0.2	0	0	3.4	0	7	0	2.2	0.2	1.3	6.6	10.8	4.6	0	0.3	0	3.1	0.1	0	0	0	0	1.5	0	3.4	0	0	ZNF354A
9.7	11.9	12.1	10.1	10.5	11.1	7.3	11.1	11.4	11.8	12.6	15.7	6.4	8	20.5	20.9	7.5	9.8	10.8	17	12.3	19.5	15.4	17.8	2.5	9.6	3.7	6.2	0	1.8	0.3	0.2	1	0	0	0.1	3	0.3	3.6	0	2.6	0.1	2	3	5.5	0	0	0	0.2	0	0	0	0	0.2	0.4	2.3	0	0.7	0	0	0	0.3	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	LRRC8E
29	31.7	33.6	50.9	45	53.4	35.4	38.5	35.9	42.1	39.6	44.9	42.1	43.1	49.9	36.2	33.4	25.9	46.5	27	49.8	48.5	45.1	54.4	30.3	24.7	30	22.8	5.4	5.3	3.5	0	0	0	0	2.5	1.1	0	2.2	1.2	13.4	13.3	7.1	12.1	0	0	0.1	0.1	0	0	0	0	0	2.5	0	0.8	0	0.8	0.1	0	3.3	0	0	0	0.8	9.7	9.7	0	0	0	0	0	2.9	18.1	0.5	0	0	0	0	0	0	0	5	0	0	12.4	2	0	0	0	PSEN2
7.2	5.1	4.2	6.3	4.6	4.6	2.4	2	2.2	3.4	4.4	3.8	9.4	5.9	0.5	4.9	12.8	0	4.9	4.2	7.9	4.3	3.1	5.6	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	1.1	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	0	0	ZNF223
0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	4.9	0	2.4	0	0.1	0	0	0.6	127.6	24.9	101.8	81.7	33.2	80.1	40.5	131.4	172.2	31.2	14.7	10.1	39.2	39.6	29.9	86.2	70.4	37.6	59.5	25.2	24.1	24	0.4	31.3	8.9	27	26.2	0.2	3.9	5.1	2.4	16.7	8.1	8.3	12.5	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRAMEF21
16.7	19	15.9	19.3	16.5	17.5	14.1	13.4	15.7	18.9	14	15.3	37.1	34.4	54.7	19.9	41.7	49.7	39.7	59.2	38.4	38.2	48	42.5	12.4	13.5	13.9	3.7	0	0.5	0.1	0	0	0.1	0.5	0.7	2.5	0.3	1.4	2.1	2.7	6	3.4	0	1.8	0.8	3	1.5	0	0	0.2	0	0	0	0	0	0	0.4	0	0.3	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	4.4	0	0	0	0	0	0	EPHB1
18.1	31.4	25.7	25.9	23.6	24.1	17.5	16.7	12.4	15.4	14	15.4	44.4	23	23.4	22	12.2	17.5	12.6	10.5	16	12.5	18.4	8.5	15.3	37.9	10.9	14.9	8.6	4.7	9.9	10	1.1	0.7	8.1	13.4	7.9	15.3	2.1	8.7	16.2	4.9	1.7	0.3	5.4	0.7	2.3	3.1	2.1	2	6.4	6.7	3.3	0.7	3.9	0	4.1	1.5	5	0.8	0	0	0	0	0	0	0	0	0	2.8	0	0.6	0	0	0	0	0	0	11.4	0.1	0	0	0	0	9.9	0	0	0	0	0	SSFA2
0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	7.7	0	0	0	0	0	0.1	0.2	15.9	34.7	14.6	36.3	57.9	108.1	29.5	38.5	49.8	41.1	33.3	23.2	43.6	40.5	1.6	47.1	39.2	36.5	10.4	10.5	52.5	61.7	0.3	40.6	52.6	13.4	25.4	172.3	36.4	35.1	BIN1
92.4	112	124.8	55.7	69.9	84.9	73.4	84.7	107.2	81.4	57.3	57.8	56.3	64.8	62.8	72.7	98.9	72.1	77.6	103.3	118.8	93.7	113.6	108.8	46.4	37.5	43.4	68.5	11	19.9	8.5	8.5	3.6	6.2	2	15.1	11	25.4	17.4	16.6	15.2	14.9	16.4	21.8	8.7	5.2	0	9.2	8.1	19.2	4.9	34.3	21.2	17.5	24.4	20.8	31.1	23.4	18.4	12.1	0.1	9.4	0	0.3	0	4	5.6	0	0	0	0.4	0	3.2	1.2	0	0.4	0	0.2	11.7	0.2	0	0	0	0	0	0	7.6	0	15.7	0.3	CDH3
11.5	13.1	11.3	22.9	19.3	24.1	18.9	18.7	17.6	15.5	22.3	22.9	35.4	44.3	61.7	41.1	41.8	49.7	32.1	49.6	52.5	56.7	60	51.2	31	47.7	45.9	50.9	1.6	9.5	5.2	2.7	0.3	0	8	6.1	9.5	10.7	1.3	9.2	6.7	1.8	5.9	0.8	3.8	0.4	1.4	1.2	0.9	0.1	1.6	0.1	0.2	1.5	0	0	2.2	0	0.5	0	0	0	5.9	0.5	0	0	3.5	0	0	0	0.8	2.1	0	0	0	0	0	0	0	0	0	0.7	0	0	0	1.4	0	0	0	0	NR3C2
15.6	16	15.2	14.2	12.3	14.7	9.1	8.8	10.3	10.4	9.9	9	25.2	22.8	17.6	11.3	11	14.4	12.5	17.4	14.5	19.4	11.8	17.6	12.9	20.3	12.2	12.1	1.6	3.3	4.9	0.5	0.8	0.4	1.1	0.5	5.1	1.9	5.4	5.4	5.2	4.9	3.5	3.1	0	0.3	0	0.5	0.4	0.4	0	7.3	0.3	0	1.1	0.2	0.6	0	0	0.4	0	7.8	3.1	2.1	0.4	2.2	3.9	3.2	0.5	2.6	1.3	6.9	3.1	0.1	0	1.7	2.6	0	1	3.2	0	0	0	6.1	0	2.4	0.6	0	0	3.7	ARHGAP32
14.2	17.7	17.6	13.4	12.1	15.2	23.1	26.8	26.4	21.2	11.9	10.4	16.3	11.7	38.4	14.8	25.9	30.4	19.1	19.4	21.3	30.7	26.1	20	12.7	11.8	25.3	1.8	0	1.7	0	3.7	0	0	0.2	0	4.4	0	2	2.1	1.6	11.7	0	4.8	5.6	0	0	0	0	0	0.1	29	0	0	0	0	0	1.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SLC27A6
161.6	186	178.2	50.5	59.4	65.8	63.8	68.4	63.8	45.4	60.4	53.7	45.7	58.8	69.8	34.6	66.8	88.5	55	86.5	66.1	72.6	68.1	66.1	20.7	40.1	13.4	19.6	4.4	0.9	5.2	3.4	2.3	0	0.6	0.8	7.5	0.5	2.4	2.1	0.1	0	3.6	0	8.1	0	0.6	2.9	0.3	0	0	0	3.3	0.2	2.8	2	0.2	3.5	2.3	0	0	0	0	0	0	17.4	0	0	0	0	0	0	0.1	0.4	0.1	0	0	0	0	0	0	0	34.9	0	0	0.3	0	0	0	0	PARP12
2	2.7	2.6	3.8	3.5	3.9	1.8	1.8	2.2	3.1	2.5	2	3.5	5.2	9.4	3	1.6	0.8	1.7	0.2	2.5	3.4	2.1	2.8	0	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KLHDC7A
2	3.3	2.9	15.2	12.7	18.4	8.7	10	10.1	10.1	10.2	9.3	11.2	13.7	5.6	22.1	3.8	21.6	15.2	15.1	12.4	9	10.6	7.5	5	8.7	5.5	2.9	0.8	1	0.8	0	0	1.9	0	1.3	3.4	6.8	2	1.6	1.8	0	1.5	0	3.7	4.5	0	0	0	0.6	0.8	0.1	0.5	0	0	0	0	0.5	0	0	14.1	0	0	0.2	0	0.2	0	0	0	0	0	0	5	3	21.1	0	0	0	0	0	0	0	0	0	0	7.4	0	0	0	0	TBCEL
6.2	4.6	3.3	17.3	20	23.4	16.4	13.8	10.8	10.8	10.7	8.9	13.3	19.3	28.2	19.2	3.3	15.4	15.8	17.7	23.1	16.1	22.6	16.5	1.1	2.6	6.3	8.9	0.3	0.2	0.3	0	0.4	0.1	1.6	0.1	1.2	7.4	0.2	3.3	0.6	1.4	2.2	5.2	0.2	0.4	2	0.4	0.2	0.1	0.3	0.8	0	0.2	0.1	0.1	3.2	1	0.3	2.9	0.2	0.2	0.9	0.1	0.4	0	0	0.3	0.1	0	0.2	0	0.3	0.6	0.9	0.4	0	0.2	0	0.6	0.3	0.4	0.1	0	0	0	0	0	0	0.1	FAM172B
128.3	168	153.5	53.1	74.8	77.2	43.9	38.5	54.1	52.2	57.2	61.6	23.3	56.1	32	25.3	67.7	55.7	56.5	49.4	52.5	35.2	43.8	50.3	32.7	10.5	35.9	46.8	4	14.8	10.2	3.2	1.3	0.5	0.2	0.3	22.8	12	25.1	20.8	13.4	8.1	16.3	14.1	0	0	0	2.4	0.2	0	0	0	0	0.2	0	0	7.4	2.5	0.6	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	2	0	0	0	0.4	58.1	1.1	0.3	50.3	42.6	0	0	12.2	0	0	0	SUSD3
